iter	Accuracy	Logloss
654	0.7907255736	0.4638263176
655	0.7907343064	0.4638167321
656	0.790735398	0.4638075899
657	0.7907474055	0.4638044175
658	0.7907452224	0.4637980385
659	0.7907277568	0.4637835066
660	0.7907266652	0.4637713284
661	0.7907375812	0.4637679513
662	0.7907343064	0.4637561143
663	0.7907386728	0.4637486437
664	0.7907375812	0.463740252
665	0.7907452224	0.4637350328
666	0.7907583215	0.4637266753
667	0.7907670543	0.4637136444
668	0.7907637795	0.4636996242
669	0.7907757871	0.4636854675
670	0.7907943442	0.4636742786
671	0.7908107182	0.4636660576
672	0.7908107182	0.4636570178
673	0.7908183594	0.463644328
674	0.7908205425	0.4636350494
675	0.7908281837	0.4636242699
676	0.7908172678	0.4636188119
677	0.7908434661	0.4636089193
678	0.7908172678	0.4635973552
679	0.790808535	0.4635845971
680	0.7908074434	0.463572726
681	0.790808535	0.4635646755
682	0.7908412829	0.4635545441
683	0.7908554736	0.4635456066
684	0.7908642064	0.4635324393
685	0.7908794888	0.4635198518
686	0.7909013207	0.4635090723
687	0.790876214	0.463498054
688	0.7909155115	0.4634879226
689	0.7908947711	0.4634760173
690	0.7908827636	0.4634632934
691	0.790881672	0.4634566756
692	0.7909045955	0.4634489321
693	0.7908947711	0.4634408816
694	0.7909045955	0.4634179239
695	0.7909297022	0.4634052341
696	0.7909187863	0.4633955121
697	0.7909264275	0.4633846984
698	0.7909264275	0.4633764773
699	0.7909679081	0.463361195
700	0.7909428014	0.4633509954
701	0.7909449846	0.4633345873
702	0.7909307938	0.4633245583
703	0.7909471678	0.4633184862
704	0.790960267	0.4633150409
705	0.7909722745	0.4632905823
706	0.7909711829	0.4632830435
707	0.7909679081	0.4632641111
708	0.7909733661	0.4632512848
709	0.7909984729	0.4632389361
710	0.7909962897	0.4632301351
711	0.7910017476	0.4632197308
712	0.7910126636	0.4632123284
713	0.7909875569	0.4631992634
714	0.7909984729	0.4631892685
715	0.791033404	0.4631785913
716	0.7910421367	0.4631671295
717	0.7910443199	0.4631574757
718	0.7910388619	0.4631491864
719	0.791033404	0.4631420228
720	0.791022488	0.4631346886
721	0.7910388619	0.463129947
722	0.7910421367	0.4631194745
723	0.7910443199	0.4631038169
724	0.7910268544	0.4630917752
725	0.7910366788	0.4630837929
726	0.7910530527	0.4630718536
727	0.7910606939	0.4630637348
728	0.7910541443	0.4630535011
729	0.7910596023	0.463046508
730	0.7910519611	0.4630408795
731	0.7910596023	0.4630339206
732	0.7910836174	0.4630227999
733	0.7910825258	0.4630092914
734	0.7910912586	0.4630010021
735	0.7911021746	0.4629956464
736	0.7911163653	0.4629844917
737	0.7911327393	0.4629760659
738	0.7911283729	0.4629665486
739	0.7911414721	0.4629513344
740	0.7911502048	0.4629451942
741	0.7911567544	0.462937553
742	0.7911316477	0.4629295025
743	0.7911414721	0.4629217249
744	0.7911622124	0.4629144248
745	0.7911545712	0.4629061355
746	0.7911665788	0.4628923882
747	0.7911731284	0.462882018
748	0.7911764032	0.4628719549
749	0.7911873191	0.4628644501
